"SMP","X","Y","RAMA","SUBRAMA"
"095-062-043",-58.5006919285085,-34.6333882025076,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"095-063-006C",-58.5011923092055,-34.6327443259987,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-112-005",-58.5021208665494,-34.6393158215154,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-125-001A",-58.5010242778977,-34.6378663417499,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-125-010",-58.501850781183,-34.6380556803512,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"095-059-001",-58.4997950763452,-34.6367159296543,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"095-059-010",-58.5008444868344,-34.6368401909355,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"095-059-022",-58.4996598155654,-34.6371601747739,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"095-060B-018",-58.5000955774726,-34.6356195599583,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-077-014A",-58.5082777421727,-34.6395124492065,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-088-007",-58.5065996192929,-34.6388882579949,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"095-037-017",-58.5099501270478,-34.6388789822597,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"095-038-011P",-58.5086149018841,-34.6385994067008,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"095-038-016",-58.5079694489665,-34.6384127385869,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"095-041-028",-58.5062914674662,-34.6382016888045,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-063-001A",-58.5073041958049,-34.640941285667,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-086-001D",-58.5057243315132,-34.6395291680971,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-096-001C",-58.5042812667701,-34.6392467787461,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-096-009D",-58.5051725426022,-34.639422280697,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-105-004",-58.5037911849255,-34.6391731009246,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-059B-014",-58.5022391084779,-34.6454750773529,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-071A-001",-58.5017847800171,-34.6438340697162,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-081-020",-58.4995332601924,-34.6443220239634,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-100-029",-58.4974310309409,-34.6433741006519,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-073-021",-58.5046626369463,-34.642498708793,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-093-025",-58.5010058509139,-34.642407746627,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"060-102B-003",-58.5011985752589,-34.6413019592782,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-116-001A",-58.4991482032414,-34.6400852050267,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"054-028B-035",-58.4918293259116,-34.6388001485538,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-107A-032",-58.4954898650336,-34.6444838943643,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-109-022",-58.4973082823418,-34.6430120176603,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-119-016",-58.4935920416374,-34.643678666148,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"054-024-004",-58.4913995879003,-34.6427861603125,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"054-025-036",-58.4911193659496,-34.6424627553013,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"054-045A-018",-58.4897245784004,-34.6419639495394,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"054-075-019",-58.4894140224021,-34.641687906068,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"054-075-034",-58.4881362780047,-34.6412090592624,"HOTELERIA Y GASTRONOMIA","HOTELERIA"
"060-138-013",-58.4978519358106,-34.6375062897023,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-138-013",-58.4978519358106,-34.6375062897023,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"060-140C-016",-58.4961753399707,-34.6372581242299,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-140C-018",-58.4963838335254,-34.6372474226525,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-140C-020",-58.4962089712161,-34.6374322564818,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"077-006A-018",-58.4975295620962,-34.6368463776274,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"077-006A-028",-58.4968946696637,-34.6365446216838,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-070-023",-58.3948695112381,-34.6416644691562,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-074-008",-58.3969389140369,-34.6357539955503,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-075-007",-58.3969538194825,-34.6346849179537,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-075-008",-58.3970773401713,-34.6347058453079,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"024-075-026",-58.3968771867869,-34.6351707757749,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-075-032B",-58.3961319515266,-34.6352115133793,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-083-025",-58.3953283361658,-34.6341630279518,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-084-001",-58.3957254459821,-34.6329674288503,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-091-000A",-58.3923107934925,-34.6364395992684,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-092-001A",-58.3920777657373,-34.634724651967,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-092-006",-58.3925985424773,-34.635057205106,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"024-092-016",-58.3936488081479,-34.635072776611,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-092-024D",-58.3930902700027,-34.6356760370126,"HOTELERIA Y GASTRONOMIA","HOTELERIA"
"024-095-001",-58.3905946860806,-34.6344023762078,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-095-012",-58.3916804434415,-34.6346311623644,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-095-013",-58.3917576502718,-34.6346489916738,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-077-008",-58.3979647586758,-34.6323097386191,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"024-078-001",-58.3978442776096,-34.6308402919758,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-086-001",-58.3963941737591,-34.630611731077,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-086-032",-58.3962122323642,-34.6314889180631,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-098-004B",-58.39079272842,-34.6331873572086,"HOTELERIA Y GASTRONOMIA","HOTELERIA"
"024-098-013C",-58.3906296291657,-34.6340052080022,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-098-011A",-58.3908183779157,-34.6338509346677,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"024-099-017",-58.3908478527436,-34.6324379311345,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"024-100-001",-58.3910220279459,-34.6306893017564,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-100-002",-58.3912566207765,-34.6307362848366,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-100-008A",-58.3912276496808,-34.6311791145504,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-102-005",-58.3917364303714,-34.6275284587102,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"024-102-028",-58.3914285465331,-34.62919080505,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"024-056-016",-58.401745485802,-34.6318341923919,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"024-068-010C",-58.4006480903708,-34.6301173639466,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-068-009",-58.4005340300449,-34.630131471675,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-069-010B",-58.400876416541,-34.6289134500103,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-079-018",-58.3990714588525,-34.6308601683832,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-080-018B",-58.3994305770972,-34.6296257680509,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-080-025",-58.3985642008128,-34.629296154444,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"024-088-022",-58.3980381749838,-34.6291780788009,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"024-016-006",-58.4053186607449,-34.6319538690542,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-018-001",-58.4055532925395,-34.6296204424277,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-031-004",-58.4037242132172,-34.6317729705341,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"024-033-016",-58.4051124649545,-34.6296218504582,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"032-104-022",-58.4077423244114,-34.6340400532588,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"032-104-037",-58.406260180985,-34.6335746398893,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"032-105-008",-58.4079091340993,-34.6322626926615,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"032-075-001",-58.4109291601023,-34.6339388116546,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"032-076-044A",-58.409777381912,-34.6324239340827,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"032-087-021A",-58.4091774170861,-34.634506137564,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"032-088-001A",-58.4082091406377,-34.6324377046514,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"032-091-007",-58.409562535482,-34.63069181093,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"032-093-003",-58.4096773113655,-34.6300044092838,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"032-109-044C",-58.4066429252658,-34.6302515447335,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"026-002A-001A",-58.4008504033978,-34.645324980197,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"032-071-001A",-58.4092778779221,-34.6375333621732,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"032-071-025",-58.4101791434132,-34.6375877634524,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"032-073-007B",-58.4102842177438,-34.6352442843004,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"032-086-018",-58.4090950035662,-34.6351948526758,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"032-103-001A",-58.4062218433637,-34.6339292453577,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"032-103-011",-58.4074729079069,-34.6343838158099,"HOTELERIA Y GASTRONOMIA","HOTELERIA"
"032-101-038",-58.4058997138216,-34.6369502184122,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"032-101-023",-58.4073368895991,-34.6370898926708,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"032-101-044B",-58.4061116487622,-34.6365874452035,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"032-101-043",-58.4059865286374,-34.6366565059318,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-029-001",-58.4031233523636,-34.6346200574016,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-053-001",-58.399819758052,-34.6339169319128,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-055-002",-58.4009223815706,-34.6319709207939,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"024-051-012",-58.4001511398475,-34.6363833061437,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-063-001C",-58.397554297616,-34.6359124128033,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-065-022B",-58.3991154284602,-34.6345148866202,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-065-023B",-58.3991267271414,-34.6346032810914,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-024-021",-58.4017510052141,-34.6387845543122,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-027-001A",-58.4022087748555,-34.6367347094113,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-038-001A",-58.4002111485905,-34.6374551813746,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-038-026B",-58.4014161923064,-34.6387307271087,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-038-029",-58.4011269415535,-34.6385556246812,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-039-001",-58.400597167783,-34.6364034759306,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-006-010C",-58.4044292050575,-34.6421910088547,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-006-015",-58.4043697905863,-34.6426062859388,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-007-016A",-58.4046315505802,-34.641184539337,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-008-037",-58.4033807116098,-34.6395913774812,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-009-022",-58.4047247162114,-34.6409351662743,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-010-001",-58.4036703672446,-34.6381531241952,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-010-012",-58.4047497004868,-34.6385320213317,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-010-022H",-58.4050098981214,-34.6394464241921,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-012-011",-58.4048293614882,-34.6371832304264,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-012-012D",-58.4049883231487,-34.6372118643206,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-013-020",-58.4054544473613,-34.6368983165479,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-013-030",-58.4042423963372,-34.6364621214566,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-013-033",-58.4040416845523,-34.6364227143516,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-014-023",-58.405165041615,-34.6355429471329,"HOTELERIA Y GASTRONOMIA","HOTELERIA"
"024-028-013",-58.4038199350773,-34.635611086865,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-028-035",-58.4023508898569,-34.6362837310876,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"032-066-003",-58.4075576587403,-34.6448179497599,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"032-067A-003",-58.4075317001646,-34.6439840392904,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"032-079-005",-58.4068058832787,-34.6447444316351,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"032-098-024",-58.4056953218102,-34.6434204709251,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"032-098-032",-58.4048881606797,-34.6432632118058,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"032-069-022B",-58.40912441879,-34.6425444018268,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-049-047",-58.398145600989,-34.6387662944234,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-062-017B",-58.3978593944559,-34.6380252837664,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-049-015",-58.3994704355971,-34.6385740512361,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-049-016",-58.3994422904009,-34.6386572022458,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-061A-014",-58.3977725274784,-34.6382549534061,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-060-001A",-58.3962717179746,-34.6392391257999,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-060-022",-58.3966812848788,-34.6403519705517,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"032-059-028",-58.4096506053097,-34.6460256861167,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"032-058-028",-58.4096151638096,-34.6470545732679,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"032-060-038",-58.4082536523244,-34.6462276488831,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"032-078-001",-58.4055669955526,-34.6456758455102,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"032-078-031",-58.4053927769144,-34.6465479636021,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"024-051-013",-58.4002676072726,-34.636367023839,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"074-006A-015",-58.5237975472699,-34.6560993318634,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-006A-016",-58.5238863121108,-34.6561562706355,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-013A-011",-58.5228077882931,-34.655664518332,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-020C-002",-58.5218737920112,-34.6551819071646,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-019A-021",-58.5186037056215,-34.6568916832128,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-020A-004",-58.5214906422489,-34.654996003028,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-020A-026",-58.5200178877528,-34.655830856702,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-029A-004",-58.5204460794589,-34.6545064570175,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-029B-004",-58.5208108438733,-34.6548710979805,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-036A-002A",-58.5192614400239,-34.6539389280497,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-036B-003",-58.5198486255115,-34.6542167721565,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-069-009C",-58.500980987785,-34.645392473629,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-078-021",-58.4976424725488,-34.6466991232466,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-078-027B",-58.4972562706881,-34.6463568435355,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-080-001C",-58.4996727901136,-34.6447667801894,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-099-015",-58.4967962179127,-34.6441118324211,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-033A-006",-58.5038732257675,-34.6467990166584,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-033B-000",-58.5030565466985,-34.6463519123581,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-001-005",-58.5021587732613,-34.6502650721204,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-001-025",-58.5025308372175,-34.6506143178019,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-001-029C",-58.502354169049,-34.650958778702,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-015-014",-58.5014361410425,-34.6502108444887,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-030-017B",-58.5006124704855,-34.6495126972155,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-030-021",-58.5004535671775,-34.6491308127368,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-030-024",-58.500147779215,-34.6490228059557,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"060-004-010B",-58.506225878821,-34.6478829822149,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-110-001C",-58.5050043402451,-34.6535261319665,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-110-031",-58.505597735895,-34.6539165281473,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-110-034B",-58.5053128432113,-34.6536894339773,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-119-018",-58.5047255960103,-34.6533545167009,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-119-023A",-58.5044022384601,-34.652993801289,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-120-031",-58.5059855965927,-34.6525256696986,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-085-009",-58.5101543818031,-34.6537538553915,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-088-016B",-58.5137166266465,-34.6517500466448,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-106-001B",-58.5116383928792,-34.6504207386245,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-106-003",-58.5118037903388,-34.6505088406323,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-113-004A",-58.509049047209,-34.6511951710608,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"074-114-013",-58.5105887054,-34.6499544056037,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-061-023C",-58.5151195129858,-34.6543411503855,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-062C-002",-58.5165727586255,-34.652776319105,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-079-014",-58.5143079378313,-34.651778396754,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-074-003",-58.5085456970633,-34.6558898427898,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-074-006",-58.5087394054113,-34.655719946725,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-074-018A",-58.5088447106552,-34.6564228591558,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-084-001A",-58.5083906127597,-34.6548666265579,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-084-027",-58.5089583424157,-34.6550878373331,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-092-016",-58.5072755159706,-34.6552048006042,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-092-017",-58.5072726655648,-34.655090787276,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-007A-016",-58.5164422504221,-34.6611102581021,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-007A-017",-58.5163581111802,-34.6610671056621,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-017A-017",-58.5162456649536,-34.6587001480161,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-017B-001",-58.5174698188219,-34.6584295778551,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-026B-014",-58.5160518535861,-34.6585242567926,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-042-019",-58.5155303928214,-34.6561603134886,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-025B-014",-58.5149778467735,-34.6593481884323,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-015A-013",-58.5147656489993,-34.6601386620113,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-024-012",-58.5142357753281,-34.6599141370962,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-031-019",-58.5135373881762,-34.6594830084563,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"074-031-025",-58.5132504516207,-34.6590848867813,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"076-018A-054A",-58.5166642104248,-34.661901272769,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"076-042-022D",-58.5145199206962,-34.66058486022,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"076-043-001",-58.5141202385649,-34.660392930257,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"076-028A-022",-58.5119380062585,-34.6638190916569,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"076-029-001A",-58.5134995028182,-34.6626034132776,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"076-054-033A",-58.5101305373331,-34.6631852504023,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"076-068-034",-58.509235835102,-34.6625494219326,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"076-069-007",-58.5107101136192,-34.6607629053575,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"076-069-009",-58.5108401792298,-34.6606543340482,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"076-096-010",-58.5098453187794,-34.6595982736795,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"076-097-009F",-58.5111058933509,-34.6585486861502,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"076-123-001A",-58.5092156150024,-34.6573365167975,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"076-141-001",-58.507099395607,-34.6558276372561,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"076-141-003",-58.5071947394801,-34.6559756946929,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"076-148-001B",-58.5054532973574,-34.6548873539309,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"076-163-011",-58.5054062420071,-34.6545437957448,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"076-163-028",-58.5042755928921,-34.6542951245483,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"062-067B-003A",-58.4993993268542,-34.6491368316449,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"062-095-010A",-58.4968673847149,-34.6486609269053,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"062-096-020",-58.4969323975554,-34.6480733447008,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"062-109-005",-58.4957755973378,-34.647872993509,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"062-110-024",-58.4957646621042,-34.6473972690773,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"062-110-028B",-58.4961077888724,-34.6472363756086,"HOTELERIA Y GASTRONOMIA","HOTELERIA"
"062-124-007",-58.4962812079347,-34.6463638460619,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"062-137-038B",-58.4934610801633,-34.6466874763357,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"062-138-001A",-58.4951048746897,-34.6451851506788,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"062-138-019",-58.4947374280207,-34.6464760187497,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"076-160-026",-58.5015942363077,-34.6560532698838,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"062-135-027",-58.4905828078772,-34.6487871790723,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"076-104-021",-58.5027053994798,-34.664201897581,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"076-106-025B",-58.5051262669145,-34.6616045780581,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"076-107-020A",-58.5054760553883,-34.661898507148,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"076-121-021",-58.5061205762413,-34.6600163449312,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
