"SMP","X","Y","RAMA","SUBRAMA"
"031-116-013",-58.4359247708754,-34.5889113455627,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-116-014",-58.4358426194728,-34.5889744502692,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"035-001B-011",-58.4363884330816,-34.5861359617815,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"035-002-001",-58.4364959737031,-34.5856304833687,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"035-002-002A",-58.4366659939107,-34.5855827179234,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"035-002-008",-58.4370264907383,-34.5853330236747,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"035-002-019",-58.4377300352141,-34.5856685856592,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"035-002-024",-58.4375685667328,-34.5858377916214,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"035-002-028A",-58.4370260396441,-34.58592438239,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-014-016",-58.4288903587953,-34.5921756838595,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-014-018",-58.4286970867543,-34.5922730284924,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-014-026",-58.4280538784748,-34.592702728226,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-015-005",-58.4286410258336,-34.5913235586696,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-015-006",-58.428752211817,-34.5913109901636,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-015-007",-58.4287482608917,-34.5911838926359,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-015-009",-58.4290137010312,-34.5912152183666,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-015-020",-58.4296697840552,-34.5912995222862,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-015-024",-58.4300031374593,-34.5914288836678,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-015-032",-58.4293115916182,-34.5918056930096,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-015-038",-58.4289650888623,-34.5916378461642,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-016-002",-58.4295392496613,-34.5906545242236,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-016-005",-58.4298208831732,-34.59054158815,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-016-012B",-58.4302631748773,-34.5901632495048,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-016-018",-58.4308793264952,-34.5906163721995,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-016-029",-58.4302167791238,-34.5912132918194,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-031-011",-58.427064987173,-34.5909589359705,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-031-012",-58.4271254243412,-34.5910609204738,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-031-016A",-58.4273739994809,-34.5913086356466,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-031-022",-58.4272980967255,-34.5916734777045,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-031-026B",-58.4269483691539,-34.5916599640625,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-032-004",-58.427705016476,-34.5906923513578,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-032-008",-58.4279908021538,-34.5904881314295,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-032-009",-58.4280607920733,-34.5904351130332,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-032-010",-58.4281285191215,-34.5903818136061,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-032-031",-58.4281221810049,-34.5910649308319,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-032-033",-58.4280187941993,-34.5912434172071,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-032-039",-58.4276023442953,-34.5908656732214,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-033-027A",-58.429083530468,-34.5903345851085,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-103-008",-58.4309037441593,-34.5934921548537,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-103-024C",-58.4294980270361,-34.5936762366476,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-105-004A",-58.4317457480295,-34.5926582039107,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-105-011",-58.431324123785,-34.5931036601847,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-105-020",-58.4306760728485,-34.5929625141156,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-106-012",-58.4311702504062,-34.5922062437853,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-106-033",-58.4296397914871,-34.5922464082601,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"031-106-034",-58.4295679473404,-34.5921966470895,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-034A-009",-58.4307003160535,-34.5893001191347,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-034A-016",-58.4304182592493,-34.5896308281167,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-034A-017",-58.4303573870509,-34.5896733205162,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-034B-007",-58.4300174771285,-34.5890177887326,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-034B-008",-58.4301340811883,-34.5890564206624,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-034B-009B",-58.4304098647081,-34.589155457233,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-035A-012A",-58.4319240327494,-34.5887672357011,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-035B-001",-58.4306002111516,-34.5885976772956,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-035B-003",-58.4308075592401,-34.5885413922677,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-035B-004F",-58.4310161067521,-34.5883626603615,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-035B-004G",-58.4311494097859,-34.5882324803081,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-035B-004H",-58.4312074868808,-34.588270827442,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-035B-005",-58.4311910722267,-34.588482496841,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-035B-020B",-58.4307636845184,-34.5887974469626,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-035B-021",-58.4307129900538,-34.588693225785,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-035B-022",-58.4306398479727,-34.5886575869088,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-036A-007A",-58.4324917327894,-34.5883297072267,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-036A-008",-58.4323812128168,-34.5883577030313,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-036A-011",-58.4321954011222,-34.5884774542199,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-036A-012",-58.4320206033951,-34.5884874795402,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-036B-001",-58.4320849039761,-34.5876519050949,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-036B-014",-58.4315109069228,-34.5880263100552,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-036B-021",-58.4319884625957,-34.5877138993641,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-051A-006",-58.4295414963565,-34.5886539698013,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-051A-007",-58.4295760322062,-34.588714125369,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-051A-009",-58.4296594729122,-34.5888224854058,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-051A-010",-58.4297022746246,-34.588882205973,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-051B-001",-58.4284640376337,-34.5887125357312,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-051B-006E",-58.4291078221639,-34.588223701635,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-051B-006G",-58.4292130024724,-34.5883305174825,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-052A-001D",-58.4304596913429,-34.5881141657199,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-052A-005A",-58.430897349409,-34.5880636932784,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-052A-011",-58.4302858568905,-34.5884687858781,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-052A-012",-58.4301570002822,-34.5884064725759,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-052A-013",-58.4300704097339,-34.5883303152399,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-052A-014",-58.4299680240678,-34.5882710349611,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-052B-001",-58.4296556676532,-34.5879470301463,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-052B-002A",-58.4299446834574,-34.5877554735228,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-053A-007B",-58.4313930501492,-34.5871739935642,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-053A-021",-58.4309539756972,-34.5876887764119,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-053B-001",-58.4303740044009,-34.5873400697149,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-053B-008",-58.4309976618604,-34.5869646823661,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-053B-009",-58.431080839047,-34.5870121974698,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-053B-010",-58.4311495047126,-34.5870643061347,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-053B-016",-58.4305097458648,-34.5874283759735,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-067A-001",-58.4279639136927,-34.5882608968333,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-067B-005A",-58.4278662415428,-34.5878284360429,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-067B-011",-58.428352734103,-34.5877767390538,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-067B-018",-58.4275926304772,-34.5880733099241,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-068A-020D",-58.4298474782643,-34.587419167919,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-068A-020E",-58.4297016606784,-34.5875236015264,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-068A-024",-58.4293984631265,-34.5876170233347,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-068A-027B",-58.4291742349011,-34.5878814620665,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-068B-004",-58.428828155818,-34.5871643023176,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-068B-010",-58.4291694501426,-34.5869092353787,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-068B-042B",-58.4287284607164,-34.5875300097063,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-054-001B",-58.4313342266734,-34.5867973674037,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-054-011",-58.4320710434953,-34.5866452536206,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-054-016",-58.4324988108237,-34.5868035259524,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-054-017",-58.4326245923801,-34.5868492900191,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-054-018",-58.4325354245842,-34.5869266714815,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-054-019",-58.4324465970241,-34.5869550341914,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-054-022",-58.4321653421869,-34.5870439836329,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-054-024A",-58.432136692258,-34.5872395881962,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-054-024B",-58.4320655583582,-34.5872937021249,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-054-025",-58.4320130791646,-34.5872005435448,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-054-028",-58.4318599614893,-34.5869870554208,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-054-029",-58.4317904285402,-34.5869359367217,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-054-030",-58.4317195717182,-34.5868838188455,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-054-031",-58.4316215768553,-34.5868574014262,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-055-011",-58.4330074708224,-34.5863241739946,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-055-014",-58.4329401997805,-34.586596123559,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-055-015",-58.4328739626743,-34.5866576373175,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-070B-007B",-58.431137222325,-34.5855808580368,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-088-023",-58.4304919709883,-34.5855734499535,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-088-027",-58.4302664638557,-34.5854972073046,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-096-010",-58.4294493842813,-34.5837696182371,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-096-011",-58.4294675721988,-34.5838570958426,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-112A-001A",-58.4288673359649,-34.5835456248821,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-112B-007A",-58.4288899227693,-34.5830665750945,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-112B-009",-58.4288413116009,-34.5831879214176,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-143-017A",-58.4261154362814,-34.5830701577987,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-158-024",-58.4248023780249,-34.5821526048373,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-159-007",-58.4252880605425,-34.5806162080276,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-159-022",-58.4256691265014,-34.581477216651,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-160-004",-58.4258509771667,-34.5802426037703,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-160-017",-58.4267871928501,-34.5807050342822,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-160-017",-58.4267871928501,-34.5807050342822,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-160-025",-58.4262053208699,-34.5809656860094,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-161-001D",-58.4271944839631,-34.580033045327,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-161-001E",-58.425701070417,-34.5786838636556,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-174-006",-58.4236310313626,-34.5801402482968,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-174-007B",-58.4237723029783,-34.5802816185132,"HOTELERIA Y GASTRONOMIA","HOTELERIA"
"019-174-016",-58.4242216126194,-34.5808968391033,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-174-019",-58.4239564521257,-34.5809763159223,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-175-007D",-58.4244630871758,-34.5795980811373,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-175-022",-58.4244411502797,-34.580553481608,"HOTELERIA Y GASTRONOMIA","HOTELERIA"
"019-176-006",-58.4252161256544,-34.579177321414,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-176-007",-58.4252249454954,-34.5790644666843,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-176-008",-58.4253284459359,-34.5789988605257,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-176-014",-58.4256205643133,-34.5794992855122,"HOTELERIA Y GASTRONOMIA","HOTELERIA"
"019-176-017",-58.4258669583868,-34.5796395917562,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-176-021",-58.4256916015381,-34.5797831219245,"HOTELERIA Y GASTRONOMIA","HOTELERIA"
"019-176-034",-58.4249238200477,-34.5795972510428,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-140-002",-58.4224611558863,-34.5844846014129,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-140-005",-58.4226837748332,-34.5843238450566,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-140-021",-58.4238397001799,-34.5845780763795,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-140-024",-58.4237940169785,-34.5847231259947,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-140-029A",-58.4233239022787,-34.5851712792328,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-141-006D",-58.4240110276922,-34.5831809212008,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-141-017",-58.4249125933692,-34.5839746892368,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-141-020",-58.4245976594494,-34.58416306731,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-141-021A",-58.424459825412,-34.5841663631547,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-142-001",-58.4242730120962,-34.5830076740372,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-142-003",-58.4245258536037,-34.5829214823465,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-142-006",-58.4247309093997,-34.5827620742944,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-142-008A",-58.4248435328218,-34.5825698003024,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-142-013",-58.4251415405915,-34.5829838109033,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-142-029",-58.4250644500434,-34.5835947949743,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-154-002",-58.4213395505942,-34.5836171307465,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-154-028",-58.4206702065347,-34.5839699324094,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-155-005B",-58.4219564371325,-34.5830115858605,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-155-006",-58.4219815772613,-34.5831484030188,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-155-016D",-58.4227164261998,-34.5838077557898,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-155-019",-58.4224405158504,-34.5839368800638,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-156-007",-58.4230544439425,-34.5824848073843,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-156-021",-58.4231484372891,-34.5834571820248,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-157-010H",-58.4238997542767,-34.5821510402743,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-157-031A",-58.4233851809413,-34.5821902264092,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-170-001B",-58.4200981028583,-34.582740646616,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-170-009",-58.4209825992428,-34.583268906209,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-170-017A",-58.4201621697608,-34.5836971989974,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-170-017B",-58.4200750066509,-34.5837622790822,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-170-020",-58.4198459236097,-34.5840725908184,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-170-031B",-58.4185713264276,-34.5836236666752,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-170-037A",-58.4196140280279,-34.5833435770373,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-171-001A",-58.4204166180069,-34.5824718453685,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-172-001B",-58.4211594146335,-34.5819007714555,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-172-002H",-58.4214652415489,-34.5818337237735,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-172-004A",-58.421842362862,-34.5816526248713,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-172-004D",-58.4219501099844,-34.5815312695162,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-172-005J",-58.4222441485268,-34.5818400187172,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-172-007A",-58.4216739299739,-34.5821400079585,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-173-001A",-58.4220863466262,-34.5812741514018,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-173-006",-58.4225771675102,-34.5810091588867,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-173-007",-58.4226998753161,-34.5809120431427,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-173-009A",-58.4227524793561,-34.5812382241726,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-173-018",-58.4226826900833,-34.5817003130152,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-173-023",-58.4222977549376,-34.5814459794231,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-069-025",-58.4295772417571,-34.5868196926309,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-084-004",-58.4267057773739,-34.5872722305781,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-084-010",-58.4271242726545,-34.5869679849382,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-084-017",-58.4277597180385,-34.5873869004695,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-084-019",-58.4277348354588,-34.5875125349185,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-084-026A",-58.4272232074526,-34.5878701490614,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-084-030",-58.4269376915128,-34.5875478397881,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-085-002",-58.4274369294602,-34.5865851040182,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-085-007",-58.4279227052382,-34.5863194126999,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-085-010",-58.4281269038493,-34.5862893336082,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-085-014F",-58.4289061945097,-34.5867415174512,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-085-014H",-58.4287471408046,-34.5868363963566,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-086-014",-58.4298018178638,-34.5861018056435,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-086-023",-58.4291114526634,-34.5864989240667,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-087-001A",-58.4290684302767,-34.5853055350941,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-087-012B",-58.4296922733701,-34.5856968090885,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-087-014",-58.4298906964972,-34.5857604370058,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-087-018",-58.4297653482824,-34.585745913416,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-094-025",-58.4279452209746,-34.5857379374933,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-094-026",-58.4278839105065,-34.5856903868199,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-095-021A",-58.4288337183804,-34.5851430405918,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-095-027",-58.4282866948787,-34.58468004685,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-110-010",-58.4274554643175,-34.5846003742851,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-111-008",-58.4281245327442,-34.5837481689045,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-111-022",-58.4277687792915,-34.5842815970316,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-121-001B",-58.4254847457397,-34.5840013368839,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-121-006",-58.4259574273814,-34.5835808882368,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-121-007",-58.426050314428,-34.5835108603369,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-121-024A",-58.4264484762014,-34.5845384177754,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-121-035",-58.4257250627527,-34.5840592791089,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-122-013",-58.4263503853217,-34.5832907873593,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-123-008",-58.4271736393534,-34.5826466522069,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-092-012",-58.4261452450571,-34.5864400086981,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-092-016",-58.4265151207219,-34.5866042296803,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-093-012",-58.4271896028592,-34.5856282737273,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-093-024",-58.4272883158835,-34.5861544560488,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-093-032",-58.4267156231492,-34.5860840362221,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-106-005",-58.4231768936112,-34.5876351313702,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-106-009",-58.4234434911985,-34.5874273604745,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-106-026A",-58.4232863607171,-34.5880708755788,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-107-001",-58.4238635256011,-34.5869979185368,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-107-005",-58.4242167313663,-34.5868165398204,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-107-005",-58.4242167313663,-34.5868165398204,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-108-002B",-58.4249122305656,-34.5862474306649,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-108-008",-58.4252859340802,-34.5858915309111,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"019-108-009A",-58.425352291893,-34.5857857432223,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-108-010",-58.4254652930214,-34.5859084671248,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"019-109-001",-58.4256295078421,-34.5855624784981,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
